"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-04",,,,,"16",",S","9",",S","0","4,S","0","4,S","0","5,S","25","5,S","6","5,S","74","4,S,24,","3.86",",,S,30,","90","5,S,28,",,,,,"12.83",",,,S","83.6","8,S","89.4","5,,,S","77.8","4,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-05",,,,,"21",",S","17",",S","0","5,S","0","5,S","0","2,S","29","2,S","5","2,S","76","5,S,20,+","3.04",",,S,12,","90","2,S,09,",,,,,"14.44",",,,S","83.5","7,S","88.6","2,,,S","78.4","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-06",,,,,"21",",S","15",",S",,,,,,,,,,,,,"5.33",",,S,04,",,,,,,,"12.47",",,,S",,,,,,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-07",,,,,"17",",S","11",",S",,,,,"0","2,S","29","2,S","0","2,S",,,"3.86",",,S,26,","88","2,S,21,+",,,,,"10.67",",,,S",,,"86.7","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-08",,,,,"14","1,S","11","1,S","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","75","5,S,27,","1.69","1,,S,27,","87","2,S,06,",,,,,"6.86","1,,,S","82.3","6,S","86.0","2,,,S","78.7","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-09",,,"436","5,S","21",",S","14",",S","0","5,S","0","5,S","0",",S","30",",S","0",",S","75","5,S,21,","1.58",",,S,21,","89",",S,12,",,,"0",",S","7.17",",,,S","82.5","5,S","86.8",",,,S","78.2","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-10",,,,,"27",",S","16",",S",,,,,"0","1,S","30","1,S","0","1,S",,,"2.01",",,S,21,","88","1,S,31,+",,,,,"10.99",",,,S",,,"86.6","1,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-11",,,,,"23",",S","22",",S",,,,,"0","2,S","28","2,S","1","2,S",,,"2.54",",,S,08,","92","2,S,23,",,,,,"20.50",",,,S",,,"85.7","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2021-12",,,"495","2,S","9",",S","6",",S","0","2,S","0","2,S","0","1,S","30","1,S","7","1,S","71","2,S,26,","1.24",",,S,14,","91","1,S,20,",,,"0","1,S","3.77",",,,S","82.0","2,S","88.8","1,,,S","75.2","2,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-04",,,,,"18",",S","15",",S",,,,,"0","3,S","27","3,S","9","3,S",,,"4.80",",,S,10,","92","3,S,07,",,,,,"18.18",",,,S",,,"89.4","3,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-05",,,,,"26",",S","18",",S",,,,,"0","3,S","28","3,S","8","3,S",,,"3.20",",,S,31,","91","3,S,04,",,,,,"13.28",",,,S",,,"88.0","3,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-06",,,,,"18","1,S","10","1,S",,,,,"0","2,S","28","2,S","0","2,S",,,"1.04","1,,S,16,","89","2,S,28,",,,,,"4.32","1,,,S",,,"87.2","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-07",,,,,"8","3,S","0","3,S",,,,,"0","4,S","27","4,S","1","4,S",,,"0.09","3,,S,28,+","90","4,S,19,",,,,,"0.38","3,,,S",,,"86.9","4,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-08",,,,,"13",",S","6",",S",,,,,"0",",S","31",",S","0",",S",,,"0.98",",,S,05,","88",",S,19,+",,,,,"3.13",",,,S",,,"86.0",",,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-10",,,,,"20",",S","15",",S","0","5,S","0","5,S","0","1,S","30","1,S","1","1,S","74","5,S,24,","3.38",",,S,14,","90","1,S,28,",,,,,"18.04",",,,S","81.5","6,S","85.9","1,,,S","77.1","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-11",,,,,"14",",S","10",",S",,,,,"0",",S","30",",S","0",",S",,,"4.92",",,S,15,","89",",S,09,",,,,,"10.48",",,,S",,,"87.2",",,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2022-12",,,,,"14","1,S","11","1,S",,,,,"0","2,S","29","2,S","3","2,S",,,"3.27","1,,S,25,","91","2,S,30,",,,,,"12.80","1,,,S",,,"86.8","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-01","413","S","413","5,S","6",",S","3",",S","0","4,S","0","4,S","0","1,S","30","1,S","5","1,S","71","4,S,13,","2.80",",,S,25,","92","1,S,05,",,,"0","1,S","4.44",",,,S","80.7","5,S","87.9","1,,,S","73.5","4,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-02",,,,,"9",",S","5",",S",,,,,"0","3,S","25","3,S","8","3,S",,,"1.45",",,S,21,","92","3,S,26,",,,,,"3.15",",,,S",,,"88.8","3,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-03",,,,,"11","1,S","7","1,S",,,,,"0","1,S","30","1,S","7","1,S",,,"1.46","1,,S,23,","92","1,S,09,+",,,,,"5.24","1,,,S",,,"89.5","1,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-04",,,,,"15",",S","12",",S",,,,,"0",",S","30",",S","18",",S",,,"1.98",",,S,08,","92",",S,12,",,,,,"10.13",",,,S",,,"90.2",",,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-05",,,,,"21",",S","16",",S",,,,,"0","2,S","29","2,S","8","2,S",,,"2.80",",,S,05,","91","2,S,04,",,,,,"12.81",",,,S",,,"88.9","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-06",,,,,"20","1,S","9","1,S","0","5,S","0","5,S","0","3,S","27","3,S","3","3,S","77","5,S,12,","0.90","1,,S,12,","90","3,S,01,",,,,,"3.67","1,,,S","84.1","6,S","88.3","3,,,S","80.0","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-07",,,,,"12",",S","8",",S",,,,,"0","2,S","29","2,S","0","2,S",,,"1.00",",,S,26,","89","2,S,15,+",,,,,"4.03",",,,S",,,"87.3","2,,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-08",,,,,"10",",S","5",",S","0","5,S","0","5,S","0","2,S","29","2,S","8","2,S","76","5,S,30,","0.67",",,S,31,","90","2,S,28,+",,,,,"1.75",",,,S","84.8","6,S","88.8","2,,,S","80.7","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-09",,,,,"26",",S","23",",S","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","75","5,S,29,","4.42",",,S,03,","89","3,S,17,",,,,,"28.30",",,,S","81.6","6,S","86.6","3,,,S","76.6","5,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-10",,,"457","3,S","24",",S","21",",S","0","3,S","0","3,S","0",",S","31",",S","0",",S","73","3,S,01,","2.59",",,S,04,","89",",S,31,+",,,"0",",S","22.42",",,,S","81.3","3,S","86.5",",,,S","76.1","3,,,S"
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-11",,,,,"24",",S","18",",S",,,,,"0",",S","30",",S","2",",S",,,"3.63",",,S,01,","91",",S,16,",,,,,"20.26",",,,S",,,"88.2",",,,S",,
"CEM00043466","COLOMBO, CE","6.9","79.867","7.0","2023-12",,,,,"23","4,S","16","4,S",,,,,"0","5,S","26","5,S","7","5,S",,,"2.52","4,,S,09,","93","5,S,22,",,,,,"11.91","4,,,S",,,"88.7","5,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-01",,,,,"2",",S","1",",S","0","4,S","0","4,S","0","5,S","13","5,S","0","5,S","37","4,S,06,","2.03",",,S,14,","72","5,S,23,",,,,,"2.10",",,,S","58.4","8,S","69.3","5,,,S","47.4","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-02",,,,,"12","1,S","4","1,S","0","5,S","0","5,S",,,,,,,"44","5,S,23,","0.99","1,,S,10,",,,,,,,"1.97","1,,,S",,,,,"52.0","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-03",,,,,"2","1,S","2","1,S",,,,,,,,,,,,,"0.21","1,,S,22,",,,,,,,"0.37","1,,,S",,,,,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-04",,,,,"13","1,S","8","1,S",,,,,,,,,,,,,"1.93","1,,S,18,",,,,,,,"4.19","1,,,S",,,,,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-05",,,,,"8",",S","5",",S","0","4,S","0","4,S",,,,,,,"49","4,S,20,","0.59",",,S,23,",,,,,,,"1.54",",,,S",,,,,"54.2","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-07",,,,,"12",",S","7",",S",,,,,,,,,,,,,"4.25",",,S,19,",,,,,,,"8.73",",,,S",,,,,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-08",,,,,"18","3,S","13","3,S","0","4,S","0","4,S",,,,,,,"54","4,S,01,","1.77","3,,S,13,",,,,,,,"7.83","3,,,S",,,,,"56.6","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-09",,,,,"22",",S","15",",S","0","2,S","0","2,S",,,,,,,"53","2,S,30,","1.46",",,S,24,",,,,,,,"7.19",",,,S",,,,,"56.3","2,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-10",,,,,"27",",S","22",",S","0","3,S","0","3,S",,,,,,,"51","3,S,07,","1.90",",,S,07,",,,,,,,"13.58",",,,S",,,,,"54.4","3,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-11",,,,,"21",",S","14",",S","0","4,S","0","4,S","0","2,S","6","2,S","0","2,S","49","4,S,06,","2.37",",,S,10,","71","2,S,07,",,,,,"9.60",",,,S","60.9","6,S","67.9","2,,,S","54.0","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2019-12",,,,,"14",",S","12",",S",,,,,"0","4,S","3","4,S","0","4,S",,,"3.93",",,S,01,","72","4,S,28,",,,,,"13.46",",,,S",,,"66.1","4,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-01",,,,,"7",",S","3",",S",,,,,"0","1,S","13","1,S","0","1,S",,,"0.68",",,S,22,","86","1,S,19,",,,,,"1.34",",,,S",,,"69.6","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-02",,,,,"6",",S","4",",S","0","5,S","0","5,S","0","2,S","15","2,S","0","2,S","41","5,S,18,","0.59",",,S,22,","74","2,S,18,",,,,,"1.57",",,,S","59.5","6,S","69.4","2,,,S","49.6","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-03",,,,,"2",",S","1",",S",,,,,,,,,,,,,"0.45",",,S,08,",,,,,,,"0.52",",,,S",,,,,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-04",,,,,"12",",S","7",",S","0","2,S","0","2,S","0","5,S","25","5,S","0","5,S","48","2,S,07,","0.59",",,S,15,","76","5,S,02,",,,,,"2.65",",,,S","63.3","7,S","73.9","5,,,S","52.6","2,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-05",,,,,"22",",S","15",",S",,,,,"0","1,S","22","1,S","0","1,S",,,"2.35",",,S,13,","76","1,S,02,",,,,,"11.53",",,,S",,,"71.0","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-06",,,"2","2,S","15",",S","10",",S","0","2,S","0","2,S","0",",S","9",",S","0",",S","54","2,S,24,","0.74",",,S,26,","74",",S,01,",,,"60",",S","4.05",",,,S","62.8","2,S","68.3",",,,S","57.4","2,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-07",,,,,"23",",S","10",",S",,,,,"0","1,S","8","1,S","0","1,S",,,"0.99",",,S,19,","73","1,S,09,",,,,,"3.65",",,,S",,,"68.1","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-08",,,"0","4,S","19",",S","16",",S","0","4,S","0","4,S","0","1,S","9","1,S","0","1,S","49","4,S,22,","2.13",",,S,07,","75","1,S,22,",,,"116","1,S","11.88",",,,S","61.0","4,S","67.4","1,,,S","54.6","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-09",,,,,"24",",S","13",",S","0","4,S","0","4,S",,,,,,,"52","4,S,07,","2.14",",,S,19,",,,,,,,"7.87",",,,S",,,,,"55.8","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-10",,,,,"12",",S","8",",S","0","5,S","0","5,S","0","4,S","6","4,S","0","4,S","48","5,S,06,","1.29",",,S,14,","73","4,S,31,",,,,,"4.28",",,,S","60.5","8,S","66.9","4,,,S","54.0","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-11",,,,,"21",",S","13",",S","0","3,S","0","3,S","0","4,S","13","4,S","0","4,S","49","3,S,28,","1.30",",,S,19,","73","4,S,01,",,,,,"4.63",",,,S","62.2","7,S","69.3","4,,,S","55.0","3,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2020-12",,,,,"17",",S","13",",S",,,,,"0","1,S","7","1,S","0","1,S",,,"1.85",",,S,03,","72","1,S,07,",,,,,"7.24",",,,S",,,"67.6","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-01",,,,,"19",",S","13",",S","0","5,S","0","5,S","0","3,S","4","3,S","0","3,S","44","5,S,25,","0.72",",,S,01,","71","3,S,25,",,,,,"4.04",",,,S","59.7","7,S","66.8","3,,,S","52.7","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-02",,,,,"8","5,S","5","5,S",,,,,,,,,,,,,"0.54","5,,S,22,",,,,,,,"1.39","5,,,S",,,,,,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-03",,,,,"13",",S","9",",S","0","3,S","0","3,S","0","4,S","14","4,S","0","4,S","42","3,S,02,","1.28",",,S,30,","75","4,S,31,",,,,,"4.29",",,,S","60.9","6,S","69.7","4,,,S","52.0","3,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-04",,,,,"11",",S","9",",S","0","5,S","0","5,S","0","3,S","24","3,S","0","3,S","45","5,S,08,+","1.41",",,S,11,","76","3,S,04,+",,,,,"4.23",",,,S","61.6","7,S","72.4","3,,,S","50.8","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-05",,,,,"21",",S","15",",S","0","4,S","0","4,S","0","5,S","13","5,S","0","5,S","53","4,S,05,","2.54",",,S,25,","75","5,S,17,",,,,,"10.61",",,,S","62.8","9,S","69.5","5,,,S","56.1","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-06",,,"1","5,S","12",",S","7",",S","0","3,S","0","3,S","0","2,S","7","2,S","0","2,S","51","3,S,21,","1.60",",,S,04,","74","2,S,30,",,,"70","2,S","4.35",",,,S","62.2","5,S","68.7","2,,,S","55.7","3,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-07",,,"0","4,S","23",",S","13",",S","0","1,S","0","1,S","0","3,S","6","3,S","0","3,S","53","1,S,05,","3.71",",,S,10,","73","3,S,04,","87","S","87","3,S","7.90",",,,S","61.8","4,S","67.2","3,,,S","56.4","1,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-08",,,"0","4,S","20","1,S","11","1,S","0","4,S","0","4,S","0","1,S","1","1,S","0","1,S","53","4,S,24,","0.91","1,,S,12,","71","1,S,20,","186","S","99","1,S","4.85","1,,,S","61.3","4,S","66.0","1,,,S","56.7","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-09",,,"0","5,S","19",",S","10",",S","0","5,S","0","5,S","0",",S","6",",S","0",",S","51","5,S,10,","1.99",",,S,25,","73",",S,22,","277","S","92",",S","6.22",",,,S","61.4","5,S","67.1",",,,S","55.8","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-10",,,"0","5,S","25",",S","16",",S","0","5,S","0","5,S","0",",S","6",",S","0",",S","53","5,S,02,","3.27",",,S,24,","73",",S,21,","359","S","82",",S","15.02",",,,S","61.7","5,S","67.7",",,,S","55.8","5,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-11",,,"0","5,S","25",",S","21",",S","0","3,S","0","3,S","0","3,S","3","3,S","0","3,S","51","3,S,13,","1.30",",,S,04,","72","3,S,03,","453","S","94","3,S","9.96",",,,S","61.1","5,S","66.7","3,,,S","55.5","3,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2021-12",,,,,"13",",S","6",",S",,,,,"0","1,S","6","1,S","0","1,S",,,"0.76",",,S,13,","73","1,S,07,",,,,,"3.06",",,,S",,,"68.6","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-04",,,"0","4,S","20",",S","16",",S","0","4,S","0","4,S","0",",S","25",",S","0",",S","49","4,S,01,","1.16",",,S,06,","75",",S,15,",,,"60",",S","9.41",",,,S","62.7","4,S","71.4",",,,S","53.9","4,,,S"
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-05",,,,,"20","1,S","14","1,S",,,,,"0","3,S","7","3,S","0","3,S",,,"0.80","1,,S,15,","74","3,S,04,+",,,,,"6.21","1,,,S",,,"67.4","3,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-06",,,,,"12",",S","7",",S",,,,,"0","2,S","6","2,S","0","2,S",,,"0.42",",,S,01,","71","2,S,04,",,,,,"1.56",",,,S",,,"67.7","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-07",,,,,"23","3,S","15","3,S",,,,,"0","5,S","6","5,S","0","5,S",,,"1.28","3,,S,11,","74","5,S,20,+",,,,,"6.51","3,,,S",,,"66.8","5,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-08",,,,,"18",",S","12",",S",,,,,"0","4,S","8","4,S","0","4,S",,,"2.50",",,S,02,","72","4,S,13,",,,,,"11.61",",,,S",,,"66.5","4,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-10",,,,,"25",",S","18",",S",,,,,"0","1,S","3","1,S","0","1,S",,,"2.39",",,S,03,","72","1,S,31,",,,,,"13.52",",,,S",,,"66.6","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-11",,,,,"15",",S","10",",S",,,,,"0",",S","7",",S","0",",S",,,"1.02",",,S,14,","73",",S,18,",,,,,"3.80",",,,S",,,"68.4",",,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2022-12",,,,,"16","1,S","14","1,S",,,,,"0","2,S","1","2,S","0","2,S",,,"1.26","1,,S,25,","70","2,S,01,",,,,,"5.89","1,,,S",,,"65.4","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-01",,,,,"10",",S","7",",S",,,,,"0","4,S","5","4,S","0","4,S",,,"0.74",",,S,08,","72","4,S,13,",,,,,"2.17",",,,S",,,"66.8","4,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-02",,,,,"11",",S","9",",S",,,,,"0","2,S","12","2,S","0","2,S",,,"0.50",",,S,03,","72","2,S,15,+",,,,,"2.10",",,,S",,,"68.7","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-03",,,,,"16",",S","8",",S",,,,,"0","2,S","18","2,S","0","2,S",,,"4.02",",,S,10,","76","2,S,29,",,,,,"7.19",",,,S",,,"70.2","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-04",,,,,"12",",S","10",",S",,,,,"0","1,S","25","1,S","0","1,S",,,"0.69",",,S,03,","76","1,S,19,+",,,,,"4.33",",,,S",,,"72.3","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-05",,,,,"17",",S","8",",S",,,,,"0","1,S","23","1,S","0","1,S",,,"1.13",",,S,24,","77","1,S,17,",,,,,"4.59",",,,S",,,"71.7","1,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-06",,,,,"19",",S","9",",S",,,,,"0","3,S","8","3,S","0","3,S",,,"0.54",",,S,08,","74","3,S,03,",,,,,"2.29",",,,S",,,"69.1","3,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-07",,,,,"14",",S","9",",S",,,,,"0","4,S","6","4,S","0","4,S",,,"1.37",",,S,03,","72","4,S,15,",,,,,"6.62",",,,S",,,"67.1","4,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-08",,,,,"6",",S","5",",S",,,,,"0","2,S","21","2,S","0","2,S",,,"0.67",",,S,12,","74","2,S,22,+",,,,,"2.28",",,,S",,,"71.1","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-09",,,,,"24",",S","19",",S",,,,,"0","2,S","6","2,S","0","2,S",,,"1.46",",,S,04,","72","2,S,23,",,,,,"9.30",",,,S",,,"66.6","2,,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-10",,,,,"27",",S","23",",S",,,,,"0",",S","12",",S","0",",S",,,"1.58",",,S,11,","73",",S,14,",,,,,"15.11",",,,S",,,"69.0",",,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-11",,,,,"26",",S","18",",S",,,,,"0",",S","16",",S","0",",S",,,"2.20",",,S,05,","73",",S,16,",,,,,"17.31",",,,S",,,"69.9",",,,S",,
"CE000434730","NUWARA ELIYA, CE","6.967","80.767","1880.0","2023-12",,,,,"24","2,S","21","2,S",,,,,"0","5,S","6","5,S","0","5,S",,,"2.44","2,,S,28,","73","5,S,06,",,,,,"14.70","2,,,S",,,"67.4","5,,,S",,
